adId,link,price,pricePerMeter,area,photo,dateCreated,pushedUpAt,isPrivateOwner,date
62626776,https://www.otodom.pl/pl/oferta/m5-z-ogrodem-na-zamknietym-osiedlu-eko-osiedle-ID4eM5i,689000,7499,91.88,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InlteHlwYThzdnpmNTEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.-Aj3QsKVxsjlhUsS4oPfDETqlmk6BrL8kAVTucADMno/image;s=1280x1024;q=80,2022-04-05 13:41:16,2022-04-05T13:41:16+02:00,False,2023-01-06
62942901,https://www.otodom.pl/pl/oferta/okazja-niska-cena-centrum-od-zaraz-ID4g6k5,185000,3613,51.2,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijd5ZjV1d2hzd3M2YjEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.eJr22XtX2IuwnfJ9cTmPxgYsWhNQABEfa-wGg7garic/image;s=1280x1024;q=80,2022-04-01 16:13:16,,False,2023-01-06
62938289,https://www.otodom.pl/pl/oferta/mieszkanie-41-20-m-pabianice-ID4g57H,222500,5400,41.2,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFzMDZncXQ2ZHl4ZzMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.5u_rtc3fgYEgd1_VxwMkHOrJqTMo1rJASExnA3x5RQw/image;s=1280x1024;q=80,2022-03-31 14:04:32,,False,2023-01-06
62831965,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ul-podlesna-bugaj-ID4fDsN,447396,6900,64.84,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InllMDBremN1YWh1MTEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.YEj6Sg-fGBVK2Zs7a7HK0Pv7ZxACgvTO_De47rrsEV8/image;s=1280x1024;q=80,2022-03-02 12:27:00,,False,2023-01-06
62818044,https://www.otodom.pl/pl/oferta/nowoczesne-komfortowe-m3-po-remoncie-piaski-ID4fzQg,320000,8791,36.4,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImhkbDY4YzhmdHExbS1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.B4paHX_iFgLW7-foT4DWuax_edAgna_Qa6_A3-ehcBk/image;s=1280x1024;q=80,2022-02-25 21:25:39,,False,2023-01-06
62779347,https://www.otodom.pl/pl/oferta/stylowe-apartamenty-21-62mkw-pabianice-ID4fpM7,259000,5794,44.7,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjlmemFoeDlvZWkyczItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.m2Zov_fn0SSM432f8QYGAQFOuVThsIiJcDMh6ZQ8dcg/image;s=1280x1024;q=80,2022-02-16 15:02:27,,False,2023-01-06
62154889,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ul-podlesna-bugaj-ID4cNkd,438840,6900,63.6,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9pemswMnU0cGlzZDItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.M5nS6OSRGeG5rSGTZDc65Xjcc6FUdwOdCXdwHJEIyeI/image;s=1280x1024;q=80,2021-08-09 16:17:34,,False,2023-01-06
62107337,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-i-pietrze-ID4cAXf,92000,2421,38.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijh2ZGhycnI2dml3aC1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.UL-q6526D896TBXsCVvatTGzIhiodpsnOGMiIDA1saY/image;s=1280x1024;q=80,2021-07-26 15:06:18,,False,2023-01-06
61390401,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ul-podlesna-bugaj-ID49ArL,467090,6500,71.86,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InZlbTFhcnIwdmFvby1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.EW1Opm1_jk7dbWyBKPZCkjG1ZaMMSaGo5BIwJzNQMu0/image;s=1280x1024;q=80,2021-01-14 16:04:06,,False,2023-01-06
60310437,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ul-podlesna-bugaj-ID453uZ,278314,7400,37.61,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InE0Z3Y4bGtnOWJ0cDEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.xZu7_a-goZG72wyEZsip1RULaUszqJlJBzuLWF0Uujg/image;s=1280x1024;q=80,2020-03-09 15:42:11,,False,2023-01-06
60309427,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ul-podlesna-bugaj-ID453eH,439461,6900,63.69,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9qbXNwcXZ2b2VyYi1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.o9-GSraxYsxmzfxnbVgWF3qhFJLy2VzLsQmkwRe2l2c/image;s=1280x1024;q=80,2020-03-09 13:10:30,,False,2023-01-06
60309124,https://www.otodom.pl/pl/oferta/apartament-na-sprzedaz-przy-ul-sw-rocha-nowy-ID4539O,600000,10874,55.18,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImZhZDNqZnV1bnNpajMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.E2vGiran9DVBWZs0qh_6UsmRQmzVFo-HuLmuHtPPXSY/image;s=1280x1024;q=80,2020-03-09 12:29:07,,False,2023-01-06
60308581,https://www.otodom.pl/pl/oferta/apartament-na-sprzedaz-ul-podlesna-bugaj-ID45313,760000,10155,74.84,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjVmbzE1andnNHdnZDEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.-oanTG8KPs3nfaWeNV1yxVswl8osXmGuOR_hMuiuac8/image;s=1280x1024;q=80,2020-03-09 11:09:18,,False,2023-01-06
60308518,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ul-podlesna-bugaj-ID45302,380052,6900,55.08,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjdjNHA5bmU0NXlnajMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.lyxhRJTkuG0MPvL8FLccvIgBeHHnzRS_8fjDqrKaPUY/image;s=1280x1024;q=80,2020-03-09 10:58:25,,False,2023-01-06
60308407,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ul-podlesna-bugaj-lokal-ID452Yf,198449,7900,25.12,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijk1cXZjZHVieDR1bjMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.kVPh_RWV3A02EJQyNSce_XfkPRxbNSej3p6caaRdGqU/image;s=1280x1024;q=80,2020-03-09 10:33:04,,False,2023-01-06
60308339,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ul-podlesna-bugaj-ID452X9,289800,6900,42.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFzdGxsc2NlYTNpaTMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.VVuocYgL1sCG7tcd11bZwY3xOqjFlQlTLsIVYj-2MjY/image;s=1280x1024;q=80,2020-03-09 10:17:31,,False,2023-01-06
63800755,https://www.otodom.pl/pl/oferta/m-4-do-zamieszkania-tkacka-w-pabianicach-ID4jHur,369000.0,6069.0,60.8,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBiOHppdWd4aXBxZzMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.2G8N4HQZNM-d7kg6rhmARFPmSWUU0bilAObd-Gj6wBQ/image;s=1280x1024;q=80,2023-01-07 15:22:25,2023-01-07T15:22:25+01:00,False,2023-01-07
63440836,https://www.otodom.pl/pl/oferta/3-pokoje-z-widokiem-na-park-wolnosci-ID4ibRi,308900.0,6435.0,48.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFmeDJpdnh3bmRicDMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.zyFSdJTlOkMP0bKLOzdmch3L8LyFV2gnKLql8kb3xr4/image;s=1280x1024;q=80,2023-01-07 14:53:07,2023-01-07T14:53:07+01:00,False,2023-01-07
63781503,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-m3-pabianice-bezposrednio-ID4jCtW,279000.0,5694.0,49.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtjNmo4OWhvdDl1OS1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.MVj6Sa7-kkM23SEbH54ZEdjCbEVx4x7-6nkHhAx_Reg/image;s=1280x1024;q=80,2023-01-07 09:37:57,2023-01-07T09:37:57+01:00,True,2023-01-07
63781140,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-w-odrestaurowanej-kamienicy-ID4jCo4,348564.0,6200.0,56.22,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImF1ZXBlYWRiMGk5ai1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.vlr5Ggi9tS08m7EUh6TizQP1HovKgObHpxlAD_XmC5M/image;s=1280x1024;q=80,2023-01-06 21:19:09,2023-01-06T21:19:09+01:00,True,2023-01-07
63825386,https://www.otodom.pl/pl/oferta/kawalerka-mieszkanie-ID4jNTI,180000.0,6667.0,27.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImlsdWU0MHJrOWgxOC1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.Hyj2tgdK3ZyqaFAruak_n-a25788Sl_B9JIy6sRfy7Y/image;s=1280x1024;q=80,2023-01-06 15:43:28,,True,2023-01-07
63825238,https://www.otodom.pl/pl/oferta/fantastyczne-po-remoncie-z-piekna-lazienka-ID4jNRk,259999.0,7027.0,37.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjBja2xueGVhOWJsaTMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.428wht3Hec6uybK-guLzGWnrHc1FaXH2evY-cQRf6sc/image;s=1280x1024;q=80,2023-01-06 14:29:30,,True,2023-01-07
63489650,https://www.otodom.pl/pl/oferta/3-pokoje-na-1-pietrze-wysoki-standard-ID4ioyC,439000.0,7081.0,62.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InRyOXFlYnN0aXVxdTItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.cwHigl0EVFS0JwePuVJEAFG0cwDS_3_OpO5vpfY10SM/image;s=1280x1024;q=80,2023-01-06 09:28:26,2023-01-06T09:28:26+01:00,False,2023-01-07
63777421,https://www.otodom.pl/pl/oferta/apartament-95m2-w-stylu-loft-ID4jBq5,749000.0,7884.0,95.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Inh0MXd1anJnampjNzMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.9ut_YvDp4UGGIFkVyQyAGfewZtbyitHPNhq5uK7pKoQ/image;s=1280x1024;q=80,2023-01-05 18:18:20,2023-01-05T18:18:21+01:00,False,2023-01-07
63706964,https://www.otodom.pl/pl/oferta/do-wprowadzenia-duzy-balkon-bugaj-ID4jj5G,385000.0,6311.0,61.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImlhYW51enF0b3drdTItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.5TUjGWBnwDWhOTirFQ7qtleHPi4uGro5mn1F-iUM_C8/image;s=1280x1024;q=80,2023-01-05 17:44:16,2023-01-05T17:44:16+01:00,False,2023-01-07
63798265,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-po-generalnym-remoncie-ID4jGQh,450000.0,9336.0,48.2,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImM5cWtoMnY0MmVjMjEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.Zg_OHH1Ra8hWx-wuEsY-f25HmxS90xXug_G1f3SZiDM/image;s=1280x1024;q=80,2023-01-05 13:48:44,2023-01-05T13:48:44+01:00,True,2023-01-07
63748478,https://www.otodom.pl/pl/oferta/sprzedam-bezczynszowe-mieszkanie-30m2-pabianice-ID4jtTg,186000.0,6200.0,30.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im83NWppaXBzajdzZy1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.WILEq5FnDsWmu8kKh6P7Z0VxHKspc76eAfQqAQ9kDAc/image;s=1280x1024;q=80,2023-01-04 21:48:03,2023-01-04T21:48:03+01:00,True,2023-01-07
63820076,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-61-m2-pabianice-ID4jMv4,389000.0,6394.0,60.84,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InN1d2hpaDJlOTczbzEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.JyPbb7MgqCxx_Fzp49xiUMkmtgD_HjJGGIpmIG0BELI/image;s=1280x1024;q=80,2023-01-04 16:11:47,,False,2023-01-07
63816812,https://www.otodom.pl/pl/oferta/m4-pabianice-centrum-4700zl-m2-ID4jLFq,270000.0,4737.0,57.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjRqejNqNWNlcWQ1YjItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.AlVCuCxJ15H18cnKQ6qZKmewScCJXSZWKx18GowrNxw/image;s=1280x1024;q=80,2023-01-03 17:41:12,,False,2023-01-07
63815817,https://www.otodom.pl/pl/oferta/mieszkanie-48m2-pietro-3-4-balkon-pabianice-piaski-ID4jLpn,279000.0,5788.0,48.2,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNmeTdhZms5c2d0YjMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.22n5iZ_TGopeCbh40aYI3QB8SDVnmLecGcPGpJvJ8z0/image;s=1280x1024;q=80,2023-01-03 14:21:12,,False,2023-01-07
63815808,https://www.otodom.pl/pl/oferta/zamiana-sprzedaz-pabianice-ID4jLpe,235000.0,4896.0,48.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNkb3Y4eXljMmx2NDMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.un71qEkpJnwPTNOAo8uM5zYBsJRTtleIN0_d4Ki-_Ug/image;s=1280x1024;q=80,2023-01-03 14:20:56,,False,2023-01-07
63815806,https://www.otodom.pl/pl/oferta/mieszkanie-47-mkw-z-kw-kamienica-pabianice-ID4jLpc,115000.0,2447.0,47.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InM4MnV3dHd2NG10ZTMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.uZPo6hBgtdmXhiY93EZr0Uxhy875IMSrEOol1JwSp7Y/image;s=1280x1024;q=80,2023-01-03 14:20:55,,False,2023-01-07
63671673,https://www.otodom.pl/pl/oferta/m-3-przestronne-pabianice-swietny-punkt-ID4j9Ut,295000.0,6071.0,48.59,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjRtOHkzeDJ2OWcyZzMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.DFeG5LlBfZQR_PdPL1lo7MMNKwvqkwyA0HZmjLRe1GU/image;s=1280x1024;q=80,2023-01-02 22:09:40,2023-01-02T22:09:40+01:00,False,2023-01-07
63726880,https://www.otodom.pl/pl/oferta/3-pokoje-z-aneksem-po-generalnym-remoncie-centrum-ID4jogU,334497.0,7626.0,43.86,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjY4MWRhMDBkNm82cTEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.f0Uie1C0w45G3e4aFLA5RmLTWMzySIvubkSL3uSeMf0/image;s=1280x1024;q=80,2023-01-01 21:13:02,2023-01-01T21:13:02+01:00,True,2023-01-07
63784491,https://www.otodom.pl/pl/oferta/roweckiego-2-pokoje-inwestycja-8-5-z-najemca-ID4jDg7,199000.0,6219.0,32.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijk2ZzdjdzJ3a2UzNTMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.DMUe8uOmQ-DT202go_1vnj9N7F9cr7lIP4leMOWReFY/image;s=1280x1024;q=80,2023-01-01 16:06:32,2023-01-01T16:06:32+01:00,True,2023-01-07
63654725,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-m3-50m2-bugaj-ID4j5w7,345000.0,6900.0,50.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndsOTg4dG16MWQ2MDItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.O6YbbH1tqP9pSE-HPz_7mzWpVEHgT6ynBi5r1j5zsnc/image;s=1280x1024;q=80,2023-01-01 10:11:46,2023-01-01T10:11:46+01:00,True,2023-01-07
63227980,https://www.otodom.pl/pl/oferta/mieszkanie-m2-25m2-balkon-ID4hiu8,170000.0,6800.0,25.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InppYnBnODB0bHI0MTMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.qJzzbLGuDIESSG1i_LpcIkhkkMpUTnCXZCZhMs7RCEc/image;s=1280x1024;q=80,2022-12-29 21:07:40,2022-12-29T21:07:40+01:00,True,2023-01-07
63732800,https://www.otodom.pl/pl/oferta/mieszkanie-38-m2-po-generalny-remoncie-balkon-ID4jpOo,299900.0,7892.0,38.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImV4dnRzcGxxbTFpejItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.DvENcp55LCuCKeuaGHQMorcGuijcDSUjvTqq-ipgLbI/image;s=1280x1024;q=80,2022-12-29 17:49:04,2022-12-29T17:49:04+01:00,True,2023-01-07
63688851,https://www.otodom.pl/pl/oferta/znow-dostepne-sprzedam-przytulne-m3-na-piaskach-ID4jenx,295000.0,9219.0,32.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imx0MTN4Y3p3Y2F4OTMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.e4LUqwgmS9L5ys1QVpwom_hJ5XjiSSCDoSuu1vSD6ks/image;s=1280x1024;q=80,2022-12-28 22:46:58,2022-12-28T22:46:58+01:00,True,2023-01-07
63803207,https://www.otodom.pl/pl/oferta/mieszkanie-trzypokojowe-45-m2-po-remoncie-piaski-ID4jI7Z,399000.0,8867.0,45.0,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InV5aTVuMm0xaDh5dzItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.kAlP8caNWiGIuxXVYB2_IjX73uhXUhQAUVyfs3gIOJM/image;s=1280x1024;q=80,2022-12-28 18:19:59,,True,2023-01-07
63728367,https://www.otodom.pl/pl/oferta/super-lokalizacja-i-pietro-po-remoncie-bugaj-ID4joET,369000.0,7672.0,48.1,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InMydW1vMDRudTdlbDEtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.aGm9X8dKvYmZkh4-IkHTCqniNtBaxIqKZjnpn5eQ0Pw/image;s=1280x1024;q=80,2022-12-28 15:10:59,2022-12-28T15:10:59+01:00,True,2023-01-07
63753626,https://www.otodom.pl/pl/oferta/super-apartment-w-rewelacyjnej-cenie-pabianice-ID4jwei,629000.0,6977.0,90.15,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imtud3Fqbnk3ZmFpYTMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.C4YYcnoYUpTnokXSnbMgTmqD6sZdqkGbpxQuNkP77Sw/image;s=1280x1024;q=80,2022-12-28 14:22:46,2022-12-28T14:22:46+01:00,False,2023-01-07
62883557,https://www.otodom.pl/pl/oferta/pod-77-nowoczesne-mieszkanie-nr-20-ID4fQSW,415568.0,7600.0,54.68,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Iml3MXQwOTU2NHkwcS1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.oPDJ5yMqW5456UbYs8dAnHoHeVkYejIeYNCZ6YItueI/image;s=1280x1024;q=80,2022-12-27 17:07:05,2022-12-27T17:07:05+01:00,False,2023-01-07
62902322,https://www.otodom.pl/pl/oferta/pod-77-nowoczesne-mieszkanie-nr-15-ID4fWLA,503956.0,7600.0,66.31,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFlZDRjdDl3M3VuMTMtQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.pviMuE3c8Asf0eoebi3ne9U4mLBJVAQwl6V_YBB-OuA/image;s=1280x1024;q=80,2022-12-23 19:00:11,2022-12-23T19:00:12+01:00,False,2023-01-07
62902321,https://www.otodom.pl/pl/oferta/pod-77-nowoczesne-mieszkanie-nr-14-rezerwacja-ID4fWLz,430388.0,7600.0,56.63,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjV5cGhodzI5OGhrMDItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.ZwyAaI2LXtfCM6PKWktSrK90TjAQcRDIbyKp2TWHFTc/image;s=1280x1024;q=80,2022-12-22 19:00:25,2022-12-22T19:00:25+01:00,False,2023-01-07
62902309,https://www.otodom.pl/pl/oferta/pod-77-nowoczesne-mieszkanie-nr-13-ID4fWLn,511860.0,7600.0,67.35,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxmNWNuZ3M2Y3Rrbi1BUEwiLCJ3IjpbeyJmbiI6ImVudmZxcWUxYXk0azEtQVBMIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.-k34gEHqEdRUjZZK1qslIwhOLxMKlCSC08b4P2b1A8M/image;s=1280x1024;q=80,2022-12-21 19:00:21,2022-12-21T19:00:21+01:00,False,2023-01-07
62902308,https://www.otodom.pl/pl/oferta/pod-77-nowoczesne-mieszkanie-nr-12-ID4fWLm,417012.0,7600.0,54.87,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjV5cGhodzI5OGhrMDItQVBMIiwidyI6W3siZm4iOiJlbnZmcXFlMWF5NGsxLUFQTCIsInMiOiIxNCIsInAiOiIxMCwtMTAiLCJhIjoiMCJ9XX0.ZwyAaI2LXtfCM6PKWktSrK90TjAQcRDIbyKp2TWHFTc/image;s=1280x1024;q=80,2022-12-20 19:00:34,2022-12-20T19:00:35+01:00,False,2023-01-07
